free sulfur dioxide,quality,sulphates,volatile acidity,alcohol,fixed acidity
16.0,6,0.78,0.32,10.0,10.8
6.0,6,0.69,0.44,11.0,6.2
20.0,5,0.56,0.91,9.2,7.3
11.0,6,0.8,0.26,9.4,8.3
10.0,5,0.5,0.87,9.8,8.1
19.0,5,1.98,0.49,9.8,8.6
29.0,6,0.66,0.4,13.6,5.0
19.0,6,0.49,0.67,11.4,6.4
10.0,6,0.66,0.36,12.5,10.2
16.0,7,0.88,0.47,13.566666666666698,5.3
21.0,6,0.83,0.5,11.1,8.9
17.0,6,0.66,0.42,11.1,9.6
5.0,6,0.62,0.38,10.8,11.8
43.0,5,0.79,0.34,11.1,7.2
14.0,6,0.53,0.63,10.8,6.9
9.0,5,0.53,0.6,9.8,8.3
5.0,5,0.46,0.39,11.4,9.8
28.0,5,0.56,0.46,9.2,9.0
7.0,7,0.88,0.3,10.5,11.0
33.0,6,0.46,0.53,9.6,8.1
5.0,7,0.74,0.33,11.2,10.4
24.0,6,0.61,0.6,10.9,7.1
29.0,7,0.88,0.33,12.4,8.2
13.0,5,0.57,0.735,9.8,7.0
40.0,6,0.93,0.51,10.7,6.0
15.0,5,0.44,0.96,10.9,7.7
10.0,5,0.61,0.26,11.8,11.0
32.0,5,0.71,0.59,9.8,9.9
9.0,5,0.66,0.41,10.5,8.8
16.0,6,0.6,0.57,10.3,7.2
17.0,5,0.55,0.49,9.5,7.9
51.0,5,0.45,0.63,9.5,6.6
23.0,6,0.78,0.34,12.4,8.4
7.0,6,0.58,0.895,10.8,6.6
6.0,6,0.71,0.33,11.0,7.9
16.0,5,0.61,0.63,9.5,6.8
15.0,6,0.58,0.645,9.2,7.2
35.0,5,0.53,0.48,9.2,8.9
11.0,6,0.55,0.68,9.5,9.1
16.0,5,0.62,0.54,9.4,9.9
19.0,6,0.52,0.785,9.56666666666667,7.4
11.0,5,0.48,1.005,10.0,7.7
3.0,6,0.55,0.32,12.3,8.2
21.0,5,0.63,0.59,9.5,9.5
18.0,6,0.85,0.47,11.1,8.5
12.0,5,0.5,0.68,9.3,7.1
5.0,5,0.55,0.66,10.4,9.0
10.0,7,0.78,0.49,12.5,10.2
11.0,5,0.69,0.575,9.0,10.4
18.0,6,0.6,0.46,10.6,6.7
24.0,5,0.94,0.72,10.0,9.9
20.0,7,0.86,0.52,10.6,8.7
14.0,6,0.58,0.63,9.0,7.2
11.0,6,0.68,0.21,11.7,10.9
3.0,7,0.59,0.48,12.1,8.9
6.0,6,0.48,0.33,10.4,10.2
21.0,5,0.57,1.025,10.1,10.6
7.0,8,0.69,0.4,12.5,9.1
6.0,7,0.49,0.41,11.8,10.0
19.0,6,1.11,0.45,11.0,11.5
25.0,5,0.53,0.46,11.2,5.9
5.0,5,0.58,0.54,11.4,5.6
7.0,7,0.79,0.31,11.8,8.8
7.0,5,0.58,0.66,12.9,5.6
20.0,5,0.71,0.69,9.3,7.7
16.0,5,0.52,0.56,11.0,8.4
30.0,7,0.76,0.53,11.6,9.9
9.0,5,0.65,0.46,9.8,6.5
22.0,6,0.43,0.91,10.7,7.8
19.0,7,0.76,0.25,10.9,7.4
27.0,6,0.79,0.34,14.0,5.2
27.0,5,0.7,0.62,9.4,9.0
41.0,6,0.54,0.34,10.1,7.2
41.0,5,0.61,0.54,9.2,9.0
6.0,6,0.61,0.53,9.4,9.0
4.0,6,0.97,0.18,10.1,11.5
10.0,5,0.5,0.74,9.8,7.3
28.0,5,0.62,0.62,10.8,8.0
15.0,5,0.49,0.46,10.7,7.1
28.0,5,0.82,0.32,9.6,9.7
34.0,6,0.59,0.52,10.8,7.4
5.0,6,0.79,0.28,10.2,10.1
68.0,5,0.53,0.735,9.9,6.6
34.0,6,0.68,0.42,10.4,6.4
26.0,6,0.82,0.55,11.6,6.3
5.0,5,0.83,0.44,11.5,10.3
45.0,5,0.53,0.78,10.0,8.3
10.0,5,0.61,0.24,10.4,10.2
32.0,5,0.45,0.64,9.9,7.7
21.0,5,0.51,0.74,9.8,9.9
4.0,5,0.63,0.42,9.6,10.2
11.0,5,0.5,0.965,9.5,7.7
15.0,6,0.59,0.745,9.5,7.0
6.0,5,0.58,0.66,9.5,7.9
9.0,6,0.56,0.51,9.5,6.8
40.0,5,0.81,0.685,9.9,7.0
9.0,5,0.64,0.75,10.5,8.9
14.0,6,0.6,0.55,10.9,8.8
6.0,7,0.68,0.31,11.2,8.2
9.0,5,0.49,0.705,9.7,7.7
13.0,6,0.6,0.7,11.9,6.2
9.0,7,0.82,0.32,10.3,9.6
11.0,6,0.81,0.35,11.0,8.2
10.0,6,0.63,0.6,10.5,11.4
11.0,6,0.7,0.59,9.3,12.7
23.0,4,0.5,0.88,11.2,6.5
33.0,6,0.62,0.78,10.7,7.6
5.5,6,0.6,0.765,10.3,6.9
26.0,6,0.57,1.02,10.1,10.6
30.0,5,0.58,0.4,10.0,6.9
13.0,5,0.52,0.56,9.9,7.2
9.0,6,0.65,0.44,10.8,9.8
7.0,7,0.6,0.37,13.0,12.0
14.0,5,0.8,0.47,11.2,8.6
13.0,7,0.84,0.29,11.7,9.1
4.0,5,0.47,0.66,9.4,7.7
19.0,6,0.62,0.6,10.1,7.7
24.0,6,0.68,0.53,10.3,6.1
27.0,6,0.59,0.43,11.1,7.3
15.0,6,0.61,0.645,12.5,5.2
8.0,5,0.52,0.7,12.6,6.7
3.0,7,0.57,0.3,11.5,9.8
20.0,6,0.64,0.58,10.2,5.4
19.0,6,0.63,0.46,9.5,9.0
15.0,6,0.61,0.53,12.1,7.2
10.0,5,0.54,0.49,9.7,7.5
26.0,5,0.68,0.5,10.9,9.6
21.0,5,0.45,0.715,9.4,7.1
13.0,6,0.65,0.59,11.0,11.5
6.0,5,0.7,0.27,9.7,9.3
18.0,6,0.57,0.6,9.3,6.8
6.0,8,0.92,0.3,11.7,9.4
23.0,7,0.68,0.5,10.5,12.0
29.0,5,0.64,0.43,10.3,7.8
13.0,4,0.46,0.78,9.6,8.2
8.0,6,0.6,0.645,10.0,8.6
17.0,7,0.74,0.65,11.7,7.9
21.0,6,0.57,0.41,10.5,7.6
28.0,5,0.71,0.43,10.5,7.1
3.0,5,0.37,0.6,13.0,8.0
9.0,6,0.54,0.23,12.3,8.2
6.0,5,0.47,0.67,10.0,10.2
5.0,6,0.86,0.53,12.4,9.7
6.0,6,0.86,0.31,10.7,10.6
13.0,5,0.5,0.715,11.9,6.1
12.0,4,0.46,0.73,9.6,8.1
13.0,6,0.6,0.84,10.4,12.8
24.0,6,0.7,0.42,10.8,8.3
13.0,7,0.9,0.4,13.4,8.9
3.0,6,0.85,0.44,11.7,5.9
57.0,5,0.44,0.19,9.5,5.9
34.0,6,0.72,0.5,10.9,10.6
24.0,7,0.85,0.36,11.0,7.2
31.0,5,1.07,0.725,9.3,8.6
3.0,6,0.65,0.685,9.55,8.6
36.0,7,0.39,0.28,11.7,6.7
32.0,5,0.71,0.645,10.2,5.9
11.0,6,0.62,0.57,10.8,7.5
28.0,5,0.43,0.57,10.1,8.2
6.0,5,0.51,0.885,10.8,6.4
3.0,7,0.55,0.34,11.4,9.8
6.0,6,0.68,0.47,12.7,13.0
15.0,5,0.48,0.74,10.0,7.4
10.0,5,0.5,0.52,11.0,6.9
20.0,5,0.67,0.59,9.6,9.2
19.0,5,0.49,0.39,9.4,7.7
5.0,5,0.56,0.78,11.3,8.1
11.0,6,0.61,0.545,11.6,7.8
17.0,6,0.54,0.66,9.6,8.3
26.0,6,0.64,0.41,10.1,6.8
19.0,6,0.61,0.48,10.5,12.2
6.0,5,0.61,0.33,10.7,8.1
24.0,5,0.6,0.56,11.3,6.2
23.0,7,0.68,0.29,11.4,13.3
7.0,5,0.7,0.18,11.1,7.9
5.0,6,0.81,0.52,9.6,7.2
27.0,4,1.12,0.625,9.1,8.3
9.0,5,0.67,0.21,10.4,8.5
18.0,6,0.62,0.47,12.8,5.1
17.0,4,0.51,0.61,9.3,8.8
9.0,5,0.62,0.685,9.4,7.1
14.0,6,0.78,0.31,12.0,8.4
42.0,8,0.63,0.26,11.8,10.0
41.0,6,0.73,0.36,10.9,9.3
6.0,7,0.72,0.26,10.2,11.8
11.0,6,0.83,0.795,9.4,9.1
10.0,5,0.67,0.785,10.0,9.0
4.0,4,0.37,0.61,10.4,6.6
9.0,5,0.65,0.615,9.2,6.5
7.0,5,0.56,0.95,9.6,7.6
21.0,7,0.77,0.34,12.1,7.3
12.0,7,0.75,0.38,12.6,8.9
23.0,6,0.58,0.58,9.5,7.9
36.0,6,0.44,0.18,12.7,8.0
17.0,6,0.53,0.58,11.2,7.8
10.0,5,0.47,0.835,9.6,7.3
12.0,5,1.17,0.78,9.2,8.7
16.0,7,0.78,0.26,11.3,8.2
21.0,6,0.72,0.5,11.5,10.3
4.0,6,0.55,0.48,10.3,7.6
8.0,6,0.58,0.62,9.3,6.7
5.0,8,0.82,0.32,12.6,10.3
6.0,6,0.79,0.31,8.4,14.3
7.0,6,0.91,0.54,9.4,6.9
17.0,5,0.59,0.59,10.0,7.8
19.0,6,0.66,0.58,12.6,6.6
26.0,4,0.57,0.46,9.6,12.5
6.0,7,1.13,0.27,12.0,9.4
33.0,6,0.63,0.51,10.2,7.6
6.0,5,0.58,0.41,11.2,7.6
14.0,5,0.55,0.71,9.4,7.1
7.0,6,0.6,0.54,9.3,8.7
11.0,5,0.5,0.35,9.5,9.9
21.0,6,0.55,0.41,9.5,6.9
1.0,6,0.87,0.22,10.3,9.1
18.0,6,0.6,0.46,10.6,6.7
15.0,6,0.63,0.64,11.3,6.8
8.0,6,0.71,0.5,10.5,9.1
6.0,7,0.74,0.53,11.5,11.6
6.0,6,0.57,0.4,12.5,9.1
32.0,6,0.75,0.42,8.7,8.2
14.0,6,0.53,0.39,13.3,7.1
8.0,5,0.5,0.43,9.6,10.7
26.0,6,1.04,0.28,10.6,9.1
5.0,6,0.6,0.36,10.1,6.9
19.0,6,0.57,0.36,11.7,6.2
41.0,4,0.48,1.02,10.5,5.0
6.0,6,0.46,0.43,11.9,7.0
12.0,5,0.61,0.38,10.3,11.9
6.0,6,1.06,0.24,11.0,10.4
34.0,5,0.67,0.59,9.7,6.8
29.0,6,0.75,0.51,11.0,6.3
10.0,6,0.71,0.735,9.8,7.8
29.0,6,0.6,0.4,12.2,9.0
1.0,6,0.92,0.4,9.5,7.9
38.0,5,0.55,0.4,9.4,9.3
8.0,6,0.7,0.26,9.6,8.3
29.0,6,0.58,0.43,10.5,7.7
27.0,6,0.49,0.865,12.7,6.4
15.0,5,0.79,0.63,9.3,6.2
24.0,5,0.58,0.4,9.4,7.5
20.0,6,0.47,0.26,10.8,7.7
16.0,6,0.64,0.51,9.5,8.2
10.0,5,0.67,0.785,10.0,9.0
15.0,7,0.73,0.37,11.3,7.2
13.0,6,0.64,0.49,9.8,6.9
7.0,6,0.63,0.74,11.5,6.9
20.0,6,0.74,0.86,11.7,6.7
8.0,5,0.59,0.775,9.5,7.7
8.0,5,0.47,0.69,9.7,10.0
20.0,5,0.5,0.755,9.5,7.1
7.0,5,0.56,0.6,10.8,7.7
27.0,6,0.58,0.59,10.7,7.1
11.0,5,0.49,1.035,9.9,8.4
12.0,6,0.7,0.58,11.0,7.0
16.0,5,1.28,0.56,9.3,8.1
8.0,6,0.67,0.65,9.5,7.0
10.0,7,0.76,0.12,11.9,8.9
14.0,5,0.62,0.63,9.5,7.8
23.0,5,0.67,0.37,9.3,7.9
23.0,6,0.71,0.23,12.1,7.7
18.0,6,0.72,0.72,11.1,8.1
5.0,6,0.62,0.36,11.3,9.0
15.0,6,0.57,0.51,11.5,6.2
6.0,7,0.58,0.21,11.1,9.1
20.0,6,0.65,0.35,11.0,7.1
7.0,5,0.62,0.46,9.5,10.7
5.0,5,0.42,0.655,9.6,9.3
10.0,7,0.73,0.33,12.0,8.7
14.0,5,0.46,0.645,10.3,7.6
40.0,5,0.49,0.48,9.6,6.8
12.0,5,0.58,0.29,9.5,8.7
25.0,5,0.49,0.6,9.9,8.0
7.0,5,0.61,0.56,10.2,6.7
15.0,6,0.52,0.36,12.7,6.3
10.0,5,0.5,0.87,9.8,8.1
12.0,7,0.56,0.58,10.5,7.7
4.0,4,0.33,0.885,9.1,7.9
28.0,6,0.82,0.62,9.5,6.8
11.0,6,0.87,0.24,8.7,7.9
12.0,5,0.54,0.695,10.1,7.2
13.0,7,0.62,0.56,11.7,6.6
8.0,6,0.69,0.4,10.6,8.2
30.0,6,0.5,0.61,10.0,8.8
20.0,5,0.71,0.45,10.8,10.8
8.0,5,0.53,0.42,11.0,11.5
19.0,5,0.67,0.69,9.8,7.1
24.0,6,0.57,0.42,11.3,6.7
5.0,3,0.4,1.58,10.9,7.6
32.0,6,0.72,0.36,11.0,8.4
19.0,6,0.65,0.59,9.3,8.2
31.0,6,0.59,0.38,9.5,7.2
30.0,6,0.64,0.77,10.4,9.6
5.0,5,0.52,0.73,9.5,8.2
13.0,6,0.54,0.715,9.5,8.0
4.0,7,0.71,0.25,12.5,8.4
17.0,6,0.77,0.32,11.5,10.9
7.0,5,0.61,0.43,10.5,8.3
27.0,5,0.58,0.49,9.0,7.6
38.0,6,0.89,0.62,11.8,8.4
5.0,6,0.63,0.6,10.4,9.1
15.0,6,0.66,0.27,12.8,10.3
21.0,5,0.56,0.55,9.2,7.8
13.0,6,0.54,0.43,9.9,7.6
15.0,6,0.46,0.98,11.2,6.3
8.0,5,0.44,0.55,10.0,8.6
20.0,6,1.95,0.49,9.9,8.6
10.0,5,0.5,0.52,11.0,6.9
12.0,5,0.72,0.705,10.0,8.3
10.0,5,0.44,0.56,9.6,8.4
32.0,6,0.72,0.36,11.0,8.4
27.0,5,0.64,0.43,10.4,7.1
8.0,5,0.56,0.775,10.7,6.8
15.0,6,0.66,0.53,10.8,7.1
23.0,6,0.5,0.39,11.5,6.6
5.0,5,0.52,0.52,9.4,8.6
11.0,5,0.58,0.61,9.3,6.8
48.0,5,0.62,0.815,10.8,7.8
17.0,6,0.56,0.6,9.8,7.4
25.0,5,0.54,0.6,10.1,7.5
3.0,7,0.66,0.34,11.6,8.5
24.0,6,0.53,0.59,9.7,7.1
11.0,6,0.55,0.63,10.4,6.8
32.0,5,0.71,0.59,9.8,9.9
9.0,6,0.68,0.765,10.9,7.9
13.0,6,0.55,1.04,9.9,7.9
5.0,5,0.63,0.28,9.5,10.4
41.0,6,0.73,0.36,10.9,9.3
14.0,6,0.57,0.44,10.4,11.1
5.0,5,0.59,0.715,9.9,9.3
21.0,5,0.72,0.69,10.2,6.8
7.0,6,0.67,0.4,9.3,10.8
6.0,8,0.69,0.62,13.4,11.3
16.0,5,0.61,0.54,9.4,8.3
6.0,6,0.71,0.67,9.5,11.2
20.0,5,1.17,0.6,10.2,7.0
17.0,6,0.6,0.56,10.5,6.4
15.0,5,0.68,0.55,10.5,7.4
7.0,7,0.65,0.915,10.2,7.7
6.0,6,0.56,0.78,10.6,9.5
15.0,6,0.6,0.69,11.3,7.0
9.0,5,0.64,0.49,9.6,7.7
8.0,6,0.9,0.49,10.5,7.5
28.0,5,0.59,0.37,9.8,9.8
5.0,5,0.44,0.5,9.6,12.3
6.0,6,0.77,0.5,10.8,9.3
13.0,6,0.66,0.31,10.0,9.7
24.0,5,0.74,0.46,9.6,8.7
7.0,5,0.54,0.72,9.6,7.9
15.0,5,0.54,0.915,11.1,6.8
13.0,7,0.59,0.24,11.3,8.8
13.0,7,0.76,0.33,12.4,9.6
31.0,5,0.52,0.6,9.9,7.8
8.0,4,0.56,0.52,13.1,4.6
31.0,7,0.65,0.48,10.0,7.3
5.0,5,0.6,0.68,10.2,9.6
5.0,5,0.48,0.62,9.8,7.1
5.0,5,0.87,0.56,10.9,12.5
28.0,6,0.49,0.58,9.8,7.7
15.0,5,0.54,0.585,9.8,7.3
6.0,5,0.8,0.37,9.3,11.3
5.0,5,0.54,0.38,9.4,13.2
6.0,7,0.68,0.685,11.2,15.6
11.0,6,0.61,0.4,10.5,8.2
15.0,5,0.66,0.4,10.2,12.1
7.0,5,0.63,0.47,10.5,7.4
34.0,5,0.67,0.59,9.7,6.8
3.0,7,0.92,0.59,10.5,8.0
9.0,5,1.2,0.66,10.3,8.1
34.0,6,0.78,0.66,12.8,7.2
12.0,6,0.62,0.39,12.2,6.4
31.0,6,0.57,0.715,11.8,7.7
6.0,7,0.9,0.24,11.0,10.5
6.0,6,0.65,0.475,10.0333333333333,11.6
12.0,5,0.61,0.59,10.0,8.0
15.0,5,0.59,0.58,10.2,7.3
17.0,4,0.48,0.55,9.0,7.3
24.0,6,0.53,0.59,9.7,7.1
9.0,5,0.6,0.685,9.7,7.0
13.0,6,0.54,0.51,10.5,7.5
25.0,5,0.68,0.88,9.8,7.8
26.0,6,0.72,0.37,11.8,8.5
34.0,5,1.14,0.655,9.3,8.5
7.0,5,0.6,0.62,9.3,7.0
4.0,4,0.54,0.765,9.7,9.1
7.0,5,0.98,0.54,10.2,9.9
7.0,5,0.52,0.58,10.0,7.2
17.0,4,0.55,1.02,11.2,6.3
15.0,6,0.47,0.745,9.7,8.9
7.0,5,0.52,0.62,9.4,7.6
3.0,5,0.63,0.45,10.4,12.2
6.0,8,0.69,0.42,11.7,8.6
12.0,5,0.48,0.8,9.9,8.6
30.0,5,0.53,0.88,9.4,9.6
27.0,5,0.64,0.43,10.4,7.1
16.0,6,0.82,0.22,10.0,7.0
13.0,5,0.6,0.57,12.8,6.3
26.0,6,0.64,0.41,10.1,6.8
8.0,6,0.56,0.34,12.0,6.5
15.0,6,0.63,0.64,11.3,6.8
12.0,6,0.54,0.67,9.5,9.2
9.0,5,0.63,0.82,9.8,9.0
5.0,7,0.66,0.35,12.0,12.9
